Order,Symbol,Name,EPS Rating,RS Rating,Industry Name,ROE,P/E,EPS Due Date,Sales % Chg Lst Qtr,EPS % Chg Last Qtr,EPS % Chg 1 Q Ago,EPS % Chg 2 Q Ago,Funds % Increase,Market Cap (mil),Comp Rating,A/D Rating,SMR Rating,Ind Group Rank,Ind Group RS
1371,IBM,IBM,56,80,Computer-Tech Services,39.9,20,1/28/2025,1,5,11,24,-1,191928.6,67,D+,A,95,B-
1372,IBN,ICICI Bank ADR,94,80,Banks-Foreign,18.8,20,1/29/2025,26,16,8,15,0.5,107476.1,94,B-,A,71,B
1373,IBP,Installed Bldg Products,94,82,Bldg-Maintenance & Svc,50,21,11/7/2024,7,8,15,12,4.4,6565.8,91,B-,A,47,A-
1374,IBRX,ImmunityBio,41,78,Medical-Biomed/Biotech,-,-,11/15/2024,2525,-,-,-,-1.4,3789.1,56,B,-,34,A-
1375,ICE,Intercontinental Exchange,78,80,Financial Svcs-Specialty,13.1,27,2/6/2025,25,6,6,5,0.3,90633.7,93,D,A,13,A+
1376,ICHR,Ichor Holdings,37,46,Elec-Semiconductor Equip,2.1,1575,2/11/2025,7,71,150,-,-1.1,1061.1,37,D+,D,189,E
1377,ICL,ICL Group,47,26,Chemicals-Agricultural,12.7,11,11/11/2024,-6,-23,-61,-64,-2.1,5572.4,34,B+,C,141,D+
1378,ICLR,Icon PLC,89,11,Medical-Research Eqp/Svc,11.9,16,2/19/2025,-1,2,21,20,-6.8,18733.5,33,E,B,145,D+
1379,ICUI,ICU Medical,30,96,Medical-Products,7.8,31,11/12/2024,9,-17,-45,-2,2.6,4235.1,64,C+,C,68,B
1380,IDA,IDACORP,77,67,Utility-Electric Power,9.1,20,2/13/2025,3,2,27,-14,-2.7,5834,88,A+,B,23,A
1381,IDCC,InterDigital,90,94,Elec-Misc Products,38.9,15,2/13/2025,-8,-23,252,-15,1.3,4278.9,95,B+,B,54,B+
1382,IDR,Idaho Strategic Resources,81,97,Mining-Gold/Silver/Gems,7,27,3/31/2025,86,400,467,1600,0,180.5,99,B-,A,14,A+
1383,IDXX,IDEXX Laboratories,92,15,Medical-Systems/Equip,79.8,38,2/10/2025,7,12,15,9,-2.9,34062.1,56,D-,A,46,A-
1384,IDYA,IDEAYA Biosciences,10,11,Medical-Biomed/Biotech,-23.3,-,4/1/2025,-,-,-,-,-0.7,2498.9,20,C,E,34,A-
1385,IE,Ivanhoe Electric,19,86,Mining-Metal Ores,-68.7,-,11/27/2024,-59,-,-,-,1.7,1306.3,46,B-,D,132,C-
1386,IEP,Icahn Enterprises,36,11,Diversified Operations,-19.3,-,11/8/2024,-14,-,-,-,0,5910,11,C,E,155,D
1387,IEX,IDEX Corp,61,62,Machinery-Gen Industrial,19,29,2/4/2025,1,-10,-6,-10,-1.7,17015.7,67,B,B,84,B-
1388,IFF,Intl Flavors & Fragrances,84,70,Cosmetics/Personal Care,2,45,2/5/2025,4,63,109,80,1.6,25335.8,64,C-,D,173,D-
1389,IFNNY,Infineon Technologies ADR,59,19,Elec-Semiconductor Mfg,22.8,15,11/12/2024,-11,-38,-40,-16,-4.3,41767.1,-,C-,-,172,D-
1390,IGD,Voya Gl Equity Div,0,46,Finance-Publ Inv Fd-Glbl,-,-,-,-,5,5,-1,-11.1,425.9,-,E,-,129,C-
1391,IGMS,IGM Biosciences,45,97,Medical-Biomed/Biotech,-100.5,-,11/7/2024,178,-,-,-,1.2,939,76,B,D,34,A-
1392,IGR,CBRE Glbl Real Est Incm,0,62,Finance-Publ Inv Fd-Eqt,-,-,-,-,24,-9,-9,0,793.9,-,E,-,120,C
1393,IGT,Intl Game Technology,18,16,Leisure-Gaming/Equip,28.4,11,11/12/2024,-1,-20,-6,40,0.3,4137,18,D,B,126,C
1394,IHS,IHS Holding,29,19,Telecom-Infrastructure,-314,-,11/12/2024,-20,-,-,-,-2.5,995.9,25,C-,E,2,A+
1395,IKT,Inhibikase Therapeutics,42,97,Medical-Biomed/Biotech,-118.9,-,11/11/2024,-,-,-,-,-9.1,19.8,78,A-,D,34,A-
1396,ILLR,Triller Group,38,97,Internet-Content,-279.2,-,-,-72,-,-,-,0,488.2,47,C+,E,60,B+
1397,ILMN,Illumina,41,88,Medical-Research Eqp/Svc,2.2,90,2/6/2025,-3,245,13,0,-0.4,24685.1,77,B+,D,145,D+
1398,ILPT,Indl Logistics Prop Tr,31,19,Finance-Property REIT,-14.8,-,2/18/2025,-1,0,17,17,10.4,240.8,22,C+,E,67,B
1399,IMAX,Imax,19,91,Leisure-Movies & Related,19.4,29,3/4/2025,-12,0,-31,-6,4.3,1278.1,74,B+,C,35,A-
1400,IMCR,Immunocore Holdings ADR,23,7,Medical-Biomed/Biotech,-15.9,-,11/6/2024,25,-,-,-,-2.2,1650.1,26,C,C,34,A-
1401,IMMR,Immersion,99,49,Elec-Misc Products,22.8,4,11/7/2024,1324,338,117,-17,0.4,271.9,82,E,A,54,B+
1402,IMNM,Immunome,17,23,Medical-Biomed/Biotech,-38.1,-,11/11/2024,-45,-,-,-,17.6,778.9,14,D,E,34,A-
1403,IMO,Imperial Oil,89,65,Oil&Gas-Integrated,21.9,11,1/31/2025,-5,-16,83,5,-1,37840.7,65,D-,B,165,D
1404,IMPP,Imperial Petroleum,7,86,Oil&Gas-Transprt/Pipelne,23.1,2,11/6/2024,-20,-50,-75,-99,0,115.4,51,C-,B,66,B
1405,IMPUY,Impala Platinum Hldgs ADR,2,96,Mining-Gold/Silver/Gems,-17.1,-,2/27/2025,-9,-,-,-90,-14.3,6344.3,-,A-,-,14,A+
1406,IMTX,Immatics,54,15,Medical-Biomed/Biotech,-44.1,-,11/12/2024,-18,-,-,-,1,1140,36,C-,D,34,A-
1407,IMVT,Immunovant,13,25,Medical-Biomed/Biotech,-52.9,-,11/7/2024,-,-,-,-,-0.2,4437.8,26,C,-,34,A-
1408,IMXI,Intl Money Express,92,15,Financial Svcs-Specialty,47.5,9,11/8/2024,1,10,13,22,0.7,585.9,68,D+,A,13,A+
1409,INCY,Incyte,17,89,Medical-Biomed/Biotech,16.6,87,2/13/2025,24,-3,-,57,-1.6,14888,82,A-,A,34,A-
1410,INDB,Independent Bank,36,74,Banks-Northeast,8.3,14,1/16/2025,-4,-27,-15,-18,4.7,2684.9,70,B,C,12,A+
1411,INDI,indie Semiconductor,34,5,Elec-Semicondctor Fablss,-12.8,-,11/7/2024,0,-,-,-,-3.8,657.4,14,D,C,76,B
1412,INDO,Indonesia Energy,52,89,Oil&Gas-Intl Expl&Prod,-16.5,-,11/27/2024,-5,-,-,-,0,42.6,45,B,E,191,E
1413,INDV,Indivior,96,5,Medical-Ethical Drugs,870.6,5,2/13/2025,13,59,7,-10,-20.3,1264.4,52,C,A,73,B
1414,INFA,Informatica,89,31,Computer Sftwr-Enterprse,12.7,24,2/12/2025,3,4,35,47,-3.4,7743.1,65,C,B,33,A-
1415,INFN,Infinera,3,92,Telecom-Fiber Optics,27,-,2/20/2025,-10,-88,-,-,-1.9,1581.3,66,B,C,6,A+
1416,INFY,Infosys ADR,73,54,Computer-Tech Services,32,27,1/16/2025,4,6,6,28,4.1,85776.3,56,E,A,95,B-
1417,ING,ING Groep ADR,77,67,Banks-Foreign,14.4,8,2/6/2025,7,12,-11,8,6.3,66152.3,77,D+,A,71,B
1418,INGM,Ingram Micro,56,25,Computer-Tech Services,28,7,-,0,-17,7,9,-,5658.7,43,-,C,95,B-
1419,INGR,Ingredion,79,89,Food-Grain & Related,18.9,16,2/11/2025,-8,31,24,-26,2.8,10075.3,85,B+,C,124,C
1420,INMB,INmune Bio,8,9,Medical-Biomed/Biotech,-61.6,-,2/27/2025,-,-,-,-,39.2,122.5,19,B,E,34,A-
1421,INMD,InMode,82,20,Medical-Systems/Equip,33,9,2/6/2025,6,15,-53,-38,-6.1,1513,48,D,B,46,A-
1422,INN,Summit Hotel Properties,71,22,Finance-Property REIT,-1,-,3/4/2025,-3,0,7,9,-1.5,656.5,41,B-,D,67,B
1423,INO,Inovio Pharmaceuticals,39,12,Medical-Biomed/Biotech,-73.4,-,11/6/2024,-57,-,-,-,31.3,145.9,18,D,E,34,A-
1424,INOD,Innodata,67,98,Computer-Tech Services,-4.1,275,11/7/2024,66,-,-,-,6.3,638.3,91,B,C,95,B-
1425,INSM,Insmed,12,98,Medical-Biomed/Biotech,-,-,2/20/2025,18,-,-,-,7.3,12397.9,67,B-,E,34,A-
1426,INSP,Inspire Medical Systems,66,67,Medical-Products,-4,186,2/11/2025,33,-,-,-,-1.1,5934.4,83,B,C,68,B
1427,INST,Instructure Holdings,94,41,Computer Sftwr-Edu/Media,9.8,25,11/6/2024,30,21,16,15,-1.3,3452.3,93,B+,A,5,A+
1428,INSW,International Seaways,16,13,Oil&Gas-Transprt/Pipelne,32.8,5,11/7/2024,-12,-24,-11,-48,-2.4,2154.7,18,E,B,66,B
1429,INTA,Intapp,81,93,Computer Sftwr-Financial,9.8,83,2/11/2025,17,250,275,367,1,3770.1,98,B,B,7,A+
1430,INTC,Intel,6,14,Elec-Semiconductor Mfg,4.3,83,1/23/2025,-6,-,-85,-,-7.5,99716.3,4,B-,C,172,D-
1431,INTR,Inter,81,77,Banks-Foreign,4.3,23,11/14/2024,4,167,800,300,170,2892.9,83,C,B,71,B
1432,INTU,Intuit,95,41,Computer Sftwr-Financial,27,36,11/21/2024,17,21,11,20,-0.7,173453.1,91,C-,A,7,A+
1433,INVA,Innoviva,27,80,Medical-Biomed/Biotech,29,12,11/6/2024,23,-,10,-,-0.2,1215.6,68,D,B,34,A-
1434,INVH,Invitation Homes,69,21,Finance-Property REIT,5.1,-,2/18/2025,7,6,5,8,0.1,19762.6,51,D,B,67,B
1435,INVX,Innovex International,33,12,Oil&Gas-Machinery/Equip,-0.6,-,11/7/2024,34,-,-,-33,-1.1,497.8,17,D-,C,167,D
1436,INZY,Inozyme Pharma,15,19,Medical-Biomed/Biotech,-55,-,3/20/2025,-,-,-,-,0,255.3,16,D-,-,34,A-
1437,IONQ,IonQ,19,97,Computer-Hardware/Perip,-30,-,11/6/2024,106,-,-,-,-4.7,3286.1,66,A+,D,169,D-
1438,IONS,Ionis Pharmaceuticals,26,13,Medical-Biomed/Biotech,-54.2,-,11/6/2024,20,-,-,-,0.2,5673,27,E,D,34,A-
1439,IOT,Samsara,81,93,Computer Sftwr-Enterprse,4.1,302,12/5/2024,37,400,-,-,4.4,26838.9,98,B,B,33,A-
1440,IOVA,Iovance Biotherapeutics,36,95,Medical-Biomed/Biotech,-81.9,-,11/7/2024,12863,-,-,-,0.8,3539,72,B+,D,34,A-
1441,IP,International Paper,25,94,Paper & Paper Products,9,37,1/30/2025,2,-31,-7,-68,5.1,19994.6,63,B+,D,89,B-
1442,IPG,Interpublic Grp,62,23,Comml Svcs-Advertising,30.5,10,2/6/2025,-2,0,-18,-5,-3.5,11089.6,44,C,B,101,C+
1443,IPGP,IPG Photonics,15,31,Elec-Scientific/Msrng,9.1,38,2/18/2025,-23,-75,-66,-59,-3.9,3530.3,17,B-,C,159,D
1444,IQ,iQIYI ADR,11,7,Leisure-Movies & Related,30.7,8,11/21/2024,-5,-63,-14,-29,-6.8,2479,25,B+,B,35,A-
1445,IQV,IQVIA Holdings,89,22,Medical-Research Eqp/Svc,32,20,2/12/2025,4,14,9,4,3.2,38635.9,52,D,A,145,D+
1446,IR,Ingersoll Rand,92,78,Machinery-Gen Industrial,12.8,30,2/19/2025,7,9,22,20,0.1,39420.4,85,D+,A,84,B-
1447,IRBT,iRobot,14,18,Hsehold-Appliances/Wares,-63.7,-,11/5/2024,-30,-,-,-,-5.3,314.7,6,B+,E,122,C
1448,IRDM,Iridium Communications,81,23,Telecom Svcs-Wireless,1.5,32,2/13/2025,8,-,-,100,-2.3,3379,64,C-,C,22,A
1449,IREN,Iris Energy,23,97,Financial Svcs-Specialty,-4.1,-,11/27/2024,90,-,-,-,3.2,1679.5,73,B+,C,13,A+
1450,IRM,Iron Mountain,79,95,Comml Svcs-Document Mgmt,124.1,-,11/6/2024,13,10,4,12,-0.5,36881,97,B-,A,3,A+
1451,IRON,Disc Medicine,14,94,Medical-Biomed/Biotech,-29.3,-,11/7/2024,-,-,-,-,2.5,1925.4,63,B+,-,34,A-
1452,IRT,Independence Realty Trust,53,82,Finance-Property REIT,-0.5,-,2/12/2025,-5,-3,0,0,0.4,4481.7,62,C,D,67,B
1453,IRTC,iRhythm Technologies,6,26,Medical-Services,-42.9,-,2/20/2025,18,-,-,-,-11.6,2712.9,22,B,D,140,C-
1454,IRWD,Ironwood Pharm Cl A,37,4,Medical-Biomed/Biotech,-636.3,37,11/7/2024,-12,-,-,-,-8.8,717.2,13,D+,E,34,A-
1455,ISPC,iSpecimen,27,8,Medical-Research Eqp/Svc,-73.9,-,11/6/2024,75,-,-,-,0,3,12,B-,E,145,D+
1456,ISRG,Intuitive Surgical,93,90,Medical-Systems/Equip,16.8,77,1/23/2025,17,26,25,22,1.2,183492.7,98,C+,A,46,A-
1457,IT,Gartner Inc,90,72,Comml Svcs-Market Rsrch,198.5,44,2/11/2025,5,-2,13,2,-1.3,39568.3,85,B,A,111,C+
1458,ITCI,Intra-Cellular Therapies,32,86,Medical-Biomed/Biotech,-22.4,-,2/26/2025,39,-,-,-,0.2,9461,79,B+,C,34,A-
1459,ITGR,Integer Holdings,83,82,Medical-Products,10.6,24,2/13/2025,9,11,35,19,1.2,4316.2,84,C,B,68,B
1460,ITOS,iTeos Therapeutics,25,9,Medical-Biomed/Biotech,-18.2,-,11/6/2024,-,-,-,-,1,336.7,17,E,E,34,A-
1461,ITRI,Itron,90,91,Elec-Scientific/Msrng,12.4,21,3/3/2025,10,88,86,153,1.7,5306.1,94,B+,B,159,D
1462,ITT,ITT,86,78,Machinery-Gen Industrial,18.1,25,2/6/2025,8,7,12,21,2.4,11815.9,82,D-,A,84,B-
1463,ITUB,Itau Unibanco ADR,67,35,Banks-Foreign,18.9,8,2/10/2025,-7,12,0,33,2.8,61668,65,B-,A,71,B
1464,ITW,Illinois Tool Works,72,59,Machinery-Gen Industrial,96.7,27,1/31/2025,-2,4,5,5,-1.6,78676.8,69,C,B,84,B-
1465,IVA,Inventiva ADR,41,21,Medical-Biomed/Biotech,-1816.2,-,11/21/2024,-98,-,-,-,0,141.9,32,B,E,34,A-
1466,IVR,Invesco Mortgage Cap,41,49,Finance-Mortgage REIT,32.5,2,2/19/2025,-,-55,-41,-43,-0.5,446.2,40,E,B,149,D+
1467,IVT,InvenTrust Properties,45,72,Finance-Property REIT,0.3,-,2/18/2025,7,7,0,10,4.5,2304.6,67,A-,C,67,B
1468,IVZ,INVESCO,79,78,Finance-Investment Mgmt,6.2,11,1/28/2025,5,26,39,-13,-1.5,8027,87,B,B,36,A-
1469,J,Jacobs Solutions,79,82,Bldg-Heavy Construction,14.7,18,11/19/2024,1,11,-7,28,0.3,17604.7,88,B,B,9,A+
1470,JACK,Jack in the Box,77,15,Retail-Restaurants,-,8,11/20/2024,-7,14,-1,-3,-8.2,985.3,30,B-,-,74,B
1471,JAMF,Jamf Holding,99,23,Comp Sftwr-Spec Enterprs,5.9,35,11/7/2024,13,180,180,117,0.7,2183.9,71,B-,B,86,B-
1472,JANX,Janux Therapeutics,50,99,Medical-Biomed/Biotech,-17.5,-,11/6/2024,740,-,-,-,-0.3,2883.6,85,B-,D,34,A-
1473,JAZZ,Jazz Pharmaceuticals,65,21,Medical-Ethical Drugs,38,6,11/6/2024,7,18,-32,-,-5.5,6881.1,52,C,A,73,B
1474,JBGS,JBG SMITH Properties,19,62,Finance-Property REIT,-3.3,-,2/25/2025,-10,-43,-50,-12,-1,1444.6,33,E,E,67,B
1475,JBHT,JB Hunt Transport,45,49,Transportation-Truck,18.7,34,1/16/2025,-3,-17,-27,-35,-1.7,18709.8,45,B-,C,97,C+
1476,JBI,Janus International,32,4,Security/Sfty,31,9,3/12/2025,-18,-59,-16,17,-1.4,1020.2,16,D-,B,52,B+
1477,JBL,Jabil,77,67,Elec-Contract Mfg,45.9,15,12/12/2024,-18,-6,-5,-11,-5.5,14518.4,72,B-,C,56,B+
1478,JBLU,JetBlue Airways,23,59,Transportation-Airline,-4.7,-,1/23/2025,1,-,-82,-,-3.1,2046.6,39,D-,E,29,A
1479,JBT,John Bean Technologies,77,82,Machinery-Gen Industrial,11,24,2/25/2025,12,35,8,39,-1.8,3683.2,88,A-,C,84,B-
1480,JCI,Johnson Controls Intl,86,85,Diversified Operations,14.7,22,11/6/2024,1,11,4,-24,-1.2,50007.5,78,B-,B,155,D
1481,JD,JD.com ADR,98,94,Retail-Internet,15.5,11,11/13/2024,1,74,13,7,-5.6,57248.3,97,A-,B,61,B+
1482,JEF,Jefferies Financial Group,86,93,Finance-Invest Bnk/Bkrs,2.8,28,1/13/2025,42,227,1180,28,5.5,13320.4,98,B-,B,10,A+
1483,JELD,JELD-WEN Holding,39,6,Bldg-Constr Prds/Misc,17.4,8,2/25/2025,-13,-40,-23,-16,-5.5,838.7,10,C-,C,105,C+
1484,JFR,NuvFloatRteInco Fd,0,46,Finance-Publ Inv Fd-Bond,-,-,-,-,1,2,-8,11.8,1187.7,-,E,-,148,D+
1485,JHG,Janus Henderson Group,87,90,Finance-Investment Mgmt,9.8,13,1/30/2025,20,42,37,29,-0.7,6708,99,B,A,36,A-
1486,JKHY,Jack Henry & Associates,83,72,Computer Sftwr-Financial,22.3,35,2/11/2025,5,5,8,12,-0.5,13525.9,93,B+,A,7,A+
1487,JKS,JinkoSolar Holding ADR,16,87,Energy-Solar,18.5,46,3/7/2025,-20,-98,-,-66,-7.2,1496.8,41,C+,C,161,D
1488,JLL,Jones Lang LaSalle,82,94,Real Estate Dvlpmt/Ops,7.1,26,11/6/2024,11,20,151,-3,4.7,13281.4,94,C,C,19,A
1489,JMIA,Jumia Technologies ADR,19,78,Retail-Internet,-85.6,-,11/7/2024,-19,-,-,-,16.7,477.4,37,B,E,61,B+
1490,JNJ,Johnson & Johnson,62,38,Medical-Diversified,34.9,15,1/28/2025,5,-9,10,12,-0.2,381246.9,57,B+,A,160,D
1491,JNPR,Juniper Networks,39,70,Computer-Networking,16.4,23,2/4/2025,-5,-20,-47,-40,-1.3,12962.1,63,C,C,25,A
1492,JOBY,Joby Aviation,47,20,Aerospace/Defense,-46.7,-,11/6/2024,-,-,-,-,-6.5,3875.4,32,D-,E,43,A-
1493,JPC,Nuveen Pfd & Incm Opp Fd,0,67,Finance-Publ Inv Fd-Bal,-,-,-,-,9,12,-16,3.2,2559.1,-,B,-,142,D+
1494,JPM,JPMorgan Chase,73,82,Banks-Money Center,16.5,13,1/15/2025,7,-4,3,13,0.9,623569.7,82,C+,A,98,C+
1495,JQC,Nuveen Credit Str Inc Fd,0,46,Finance-Publ Inv Fd-Bond,-,-,-,-,1,1,-7,-3.7,774.3,-,C,-,148,D+
1496,JRVR,James River Group Hldgs,38,9,Insurance-Prop/Cas/Titl,13.1,4,11/11/2024,-3,0,18,-26,-8,237.2,19,D-,B,82,B-
1497,JSPR,Jasper Therapeutics,42,95,Medical-Biomed/Biotech,-112.7,-,11/7/2024,-,-,-,-,57.1,338.4,72,B+,-,34,A-
1498,JWN,Nordstrom,78,82,Retail-Department Stores,43.8,12,11/19/2024,3,14,-,30,1.8,3730.9,72,B-,B,186,E
1499,JXN,Jackson Financial,82,96,Insurance-Diversified,11.8,6,11/6/2024,228,59,34,-25,5,7554.9,95,B,A,90,B-
1500,K,Kellanova,76,88,Food-Packaged,31.2,22,2/6/2025,-1,18,12,29,-4.1,27677.3,77,B+,B,144,D+
1501,KALV,KalVista Pharmaceuticals,10,21,Medical-Biomed/Biotech,-68.9,-,12/5/2024,-,-,-,-,-0.5,486.2,23,C-,-,34,A-
1502,KAR,OPENLANE,38,41,Retail/Whlsle-Automobile,7.3,23,11/6/2024,4,-24,46,-52,-0.6,1784.6,45,D,C,57,B+
1503,KBH,KB Home,92,83,Bldg-Resident/Comml,15.8,11,1/8/2025,10,13,11,21,0.8,6014.9,83,E,C,45,A-
1504,KBR,KBR Inc,90,72,Comml Svcs-Consulting,26.2,22,2/25/2025,10,12,12,15,1.6,9064.5,78,D-,B,92,B-
1505,KC,Kingsoft Cloud ADR,39,65,Computer Sftwr-Enterprse,-16.2,-,11/20/2024,3,-,-,-,-1.9,782.6,54,A,E,33,A-
1506,KD,Kyndryl Holdings,84,74,Computer Sftwr-Enterprse,-2.1,1150,11/6/2024,-11,1200,-,-,-3.2,5315.4,68,D-,E,33,A-
1507,KDDIY,KDDI ADR,42,49,Telecom Svcs-Wireless,11.9,16,1/30/2025,5,0,-7,-44,0,72949.9,-,C+,-,22,A
1508,KDP,Keurig Dr Pepper,80,26,Beverages-Non-Alcoholic,9.9,17,2/20/2025,2,6,7,12,1.5,46179.4,49,D-,B,88,B-
1509,KEX,Kirby Corp,93,81,Transportation-Ship,7.2,22,1/30/2025,9,48,51,75,0.8,6776.6,79,E,B,112,C+
1510,KEY,KeyCorp,35,86,Banks-Super Regional,8.4,17,1/21/2025,-56,3,-4,-27,0.5,16279.5,65,B-,C,70,B
1511,KEYS,Keysight Technologies,53,74,Elec-Scientific/Msrng,33.8,23,11/18/2024,-12,-28,-33,-19,-2.2,26880.1,59,B-,B,159,D
1512,KFY,Korn Ferry,92,82,Comml Svcs-Staffing,13.3,16,12/5/2024,-3,19,25,6,2.3,3843.5,71,D,C,152,D+
1513,KGC,Kinross Gold,57,94,Mining-Gold/Silver/Gems,9.1,17,2/12/2025,30,100,0,43,2.5,12326.9,95,B,B,14,A+
1514,KGS,Kodiak Gas Services,28,90,Oil&Gas-Field Services,2.9,51,11/6/2024,52,-74,-,-,21.1,2745.7,74,A-,B,163,D
1515,KHC,Kraft Heinz,56,21,Food-Packaged,7.5,11,2/12/2025,-3,4,-1,1,-1,40519.4,29,D-,C,144,D+
1516,KIM,Kimco Realty,35,82,Finance-Property REIT,6.9,-,2/6/2025,14,8,5,0,-2.1,16616.9,69,B-,B,67,B
1517,KIND,Nextdoor Holdings,17,78,Internet-Content,-25.3,-,11/6/2024,11,-,-,-,-1.6,949.8,54,B-,D,60,B+
1518,KKR,KKR,92,94,Finance-Investment Mgmt,14.8,31,2/11/2025,45,57,49,20,1.4,123345.1,99,B+,A,36,A-
1519,KLAC,KLA,97,46,Elec-Semiconductor Equip,102.9,26,1/23/2025,19,28,22,-4,0.8,89662.7,62,E,A,189,E
1520,KLC,KinderCare Learning Cos.,71,44,Consumer Svcs-Education,3.2,150,11/20/2024,5,25,25,-,-,3182.7,57,-,C,109,C+
1521,KLG,WK Kellogg,63,67,Food-Packaged,21.9,12,11/7/2024,-4,13,32,-,-11.9,1438,48,C-,C,144,D+
1522,KLIC,Kulicke & Soffa Inds,29,51,Elec-Semiconductor Equip,8.9,224,11/13/2024,-5,-36,-,-19,-4.9,2566.8,28,C+,D,189,E
1523,KMB,Kimberly-Clark,67,41,Cosmetics/Personal Care,304.7,18,1/22/2025,-4,5,19,20,1.5,44963.8,41,E,B,173,D-
1524,KMI,Kinder Morgan,55,89,Oil&Gas-Transprt/Pipelne,7.9,22,1/15/2025,-5,0,4,13,-2.4,54896.7,79,A,C,66,B
1525,KMPR,Kemper,81,77,Insurance-Prop/Cas/Titl,-1.8,13,2/3/2025,-2,-,-,-,2.7,4068.8,71,C,D,82,B-
1526,KMT,Kennametal,31,62,Machinery-Tools & Rel,9.5,18,11/6/2024,-1,-4,-23,11,-1.5,2071.4,55,A-,C,75,B
1527,KMX,CarMax,42,44,Retail/Whlsle-Automobile,7.4,28,12/19/2024,-1,13,-16,-27,-2.4,11444.2,39,D-,D,57,B+
1528,KN,Knowles Corp.,83,54,Elec-Misc Products,6.9,19,2/6/2025,32,30,43,29,-1.2,1568.5,84,C,B,54,B+
1529,KNF,Knife River,77,89,Bldg-Cement/Concrt/Ag,15.9,26,2/13/2025,1,1,37,-,4.1,5189.1,88,B+,B,65,B
1530,KNSA,Kiniksa Pharmaceuticals,15,54,Medical-Biomed/Biotech,3.4,-,2/26/2025,67,-,-,-,2.6,1590.6,46,E,C,34,A-
1531,KNTK,Kinetik Holdings,77,89,Oil&Gas-Transprt/Pipelne,-,19,11/6/2024,21,32,-,580,0,7874.3,81,B,-,66,B
1532,KNX,Knight-Swift Transport,16,41,Transportation-Truck,4,68,1/22/2025,-7,-17,-51,-84,-0.8,8742.2,34,B-,C,97,C+
1533,KO,Coca-Cola,75,44,Beverages-Non-Alcoholic,46.6,23,2/18/2025,-1,4,8,6,1.5,281600.7,57,E,A,88,B-
1534,KOD,Kodiak Sciences,44,94,Medical-Biomed/Biotech,-74.2,-,11/12/2024,-,-,-,-,-1.1,230.4,70,A-,-,34,A-
1535,KODK,Eastman Kodak,68,77,Leisure-Products,7.6,9,11/5/2024,-10,-28,0,0,2.8,403.1,58,B-,D,171,D-
1536,KOS,Kosmos Energy,78,7,Oil&Gas-Intl Expl&Prod,41.8,5,3/3/2025,-23,-69,183,31,-1,1750.4,8,D,B,191,E
1537,KOSS,Koss,20,97,Consumer Prod-Electronic,-3,-,1/23/2025,-5,-,-,-,-31.6,65.5,53,A+,E,77,B
1538,KR,Kroger,71,70,Retail-Super/Mini Mkts,30.8,13,11/28/2024,0,-3,-5,15,-0.9,41520.9,73,B-,B,87,B-
1539,KRC,Kilroy Realty,28,80,Finance-Property REIT,3.9,-,2/10/2025,2,4,-8,-9,-2.6,4674.6,56,B-,C,67,B
1540,KREF,KKR Real Est Finance Tr,34,59,Finance-Mrtg&Rel Svc,9.4,-,2/11/2025,-6,48,-,-19,-3.6,827.2,44,C+,C,133,C-
1541,KRG,Kite Realty Group Trust,37,80,Finance-Property REIT,1.3,-,2/17/2025,0,0,4,-2,-1.6,5902.4,63,B,D,67,B
1542,KRNT,Kornit Digital,70,94,Machinery-Gen Industrial,-2.5,-,11/6/2024,-13,-,-,-,-3.5,1151.8,78,B+,E,84,B-
1543,KRNY,Kearny Financial,22,62,Finance-Savings & Loan,3.5,18,1/23/2025,-14,-38,-53,-29,1.5,459.8,49,B+,D,41,A-
1544,KROS,Keros Therapeutics,24,90,Medical-Biomed/Biotech,-50.2,-,11/5/2024,-,-,-,-,3.2,2348.1,69,B+,E,34,A-
1545,KRP,Kimbell Royalty Partners,7,38,Oil&Gas-U S Expl&Prod,10.4,33,11/7/2024,26,-52,-89,-71,3.9,1531.7,37,B,B,134,C-
1546,KRYS,Krystal Biotech,81,82,Medical-Biomed/Biotech,-11.8,79,3/3/2025,879,-,-,-,4.3,5010.6,90,C-,C,34,A-
1547,KSCP,Knightscope,22,78,Security/Sfty,-,-,11/27/2024,-10,-,-,-,0,56.5,46,A+,-,52,B+
1548,KSPI,Kaspi.kz ADR,98,44,Finance-CrdtCard/PmtPr,0.2,10,3/3/2025,27,17,16,31,-0.5,21050.7,82,B-,A,69,B
1549,KSS,Kohl's,25,12,Retail-Department Stores,8.3,7,11/26/2024,-4,13,-,-,-5.6,2064.6,7,C,D,186,E
1550,KT,KT ADR,78,77,Telecom Svcs- Foreign,5.9,10,11/8/2024,-5,-3,19,-80,-5.9,7707,74,B,C,104,C+
1551,KTB,Kontoor Brands,91,90,Apparel-Clothing Mfg,77.9,18,3/4/2025,2,30,27,0,4.2,4718.2,83,B,B,127,C-
1552,KTF,DWS Muni Income Trust,0,57,Finance-Publ Inv Fd-Bond,-,-,-,-,4,0,5,-8.7,388.8,-,C,-,148,D+
1553,KTOS,Kratos Defense & Sec,88,82,Aerospace/Defense,5.4,47,11/7/2024,17,56,83,50,0.2,3501.7,89,C+,B,43,A-
1554,KTTA,Pasithea Therapeutics,8,6,Medical-Biomed/Biotech,-47.1,-,11/27/2024,-,-,-,-,0,4,11,C,-,34,A-
